count	reward_sum	squared_reward_sum	length
459	-52.93361961619288	3.3412403941157933	2000
460	-70.74655436870415	4.263737224379258	2000
461	324.2648320589611	153.22913701400682	811
462	-119.41829812576296	10007.032784131621	111
463	-109.3521506507945	10005.995310161772	309
464	325.3323190057815	155.0104220418343	810
465	326.25885341182726	157.07611017718273	765
466	327.1220814278756	156.37746894598095	762
467	326.98981734369073	153.6788960615902	777
468	327.5792242319427	155.98460231213272	760
469	328.2114227248815	158.56159591021813	747
470	327.3594321589757	156.82813065011973	751
471	327.3574261679685	157.2706002517037	750
472	-100.67027198788594	10000.909751671066	72
473	-99.52802161260105	10000.774882802352	63
474	327.1937549025203	154.77494896509563	765
475	327.8206079771005	160.28528279277342	756
476	-70.0362229760699	10012.493444657775	114
477	328.30277014485455	158.4085710859859	750
478	-96.20324501664129	10001.227334935955	61
479	329.4521718160491	161.33895699867892	742
480	328.4781540159543	159.97706699247252	743
481	327.44439655903824	160.02828445978423	742
482	-94.9130340215334	10002.835465727883	61
483	328.4349921093517	161.7984353277928	737
484	328.87010224451535	164.4975930019397	730
485	327.85385432671563	162.4630399293308	732
486	327.9730675124668	161.34784458736408	738
487	328.80305582730665	161.40739911132684	741
488	-100.07209573441077	10002.29340750977	62
489	327.39645548274814	161.1164304539501	740
490	326.3269451089729	157.93687188672868	754
491	327.00066681894435	161.65824092969103	733
492	327.50999762043284	161.1572452659853	738
493	326.4956697717124	158.8547514989398	754
494	327.28760363085536	162.11071336762816	733
495	327.33156429152336	161.18554025195436	739
496	186.94508174057233	10138.75003235868	668
497	327.6273927735419	162.6886171429027	733
498	328.71224771130574	163.10941916886014	732
499	326.9424388722732	161.86377110408478	732
500	328.4917136349503	163.81019748666057	733
501	327.5727399979101	166.22054255815453	719
502	326.01100894172475	158.47269570331093	756
503	326.2725516626544	161.11063851260135	739
504	325.6873210671437	161.95731422203326	729
505	326.44002149534265	160.83431996664427	739
506	327.24628578408823	162.41953382191326	733
507	328.02577608455164	164.74967024616296	723
508	327.51045915063105	166.00033962732323	715
509	328.045274717791	164.55028123400032	728
510	327.31143630031863	164.09522912860388	726
511	329.1237322124709	165.6932489470754	724
512	329.1352526933022	165.96453700242574	723
513	328.4791886152091	165.40517034148576	724
514	328.66354051470825	165.38937678041438	722
515	328.99693561181766	165.90113108832358	722
516	329.36917468524194	169.18542508928368	714
517	197.41189466726377	10148.26686421614	671
518	11.069834846982332	10053.210820416247	286
519	328.96738249371174	165.77318668971114	724
520	328.9988955893655	166.77442701102575	722
521	327.2372172823871	165.17479350625752	727
522	329.2151093343131	169.76088187716175	705
523	124.398380209419	10110.923156979949	528
524	150.7730049538759	10126.777712692572	564
525	328.67631365362524	166.34441516497233	717
526	328.7362858919778	164.61078478246284	731
527	329.46314588931415	167.9404313600533	714
528	327.58875730409807	165.81310075870468	720
529	163.77904891339108	10137.66818806857	567
530	328.4744328190479	168.7162070692273	709
531	327.7612686838047	168.1481447962871	706
532	327.80634910478494	167.54439833745508	707
533	327.60234413603945	168.05901391158002	718
534	326.81044079375283	165.86090501669128	710
535	327.55686046281085	163.6350648518642	730
536	328.56622832017587	169.54592927345075	707
537	328.5092027706442	166.9693418520642	718
538	328.0360450357989	165.84517567392336	721
539	328.99623649184264	171.0680623195798	702
540	114.67637224323764	10109.42773991138	483
541	329.20298727443554	169.74173480553395	708
542	328.4746389260871	171.06070595010502	700
543	330.46068533564176	169.3917574485815	713
544	330.12556262551345	168.981982516601	713
545	330.1334567794646	168.82147984908534	713
546	329.4114922130943	167.45666244598124	725
547	149.537290702086	10124.997795671172	568
548	328.74881407440984	169.3597552875007	707
549	328.7817684853478	170.15826286314058	702
550	329.99321827409375	171.04239895183585	704
551	328.8068016025233	170.7146035385014	701
552	328.7451901496434	170.85130917818185	697
553	328.89545121924414	170.7066780880774	700
554	70.60969543422499	10084.763626402482	414
555	328.55154548128	172.64021960478047	690
556	328.38708975256134	171.94848296716924	693
557	329.26850008703	175.1197204292932	684
558	330.5521669942698	174.24401153163592	692
559	213.73519729109768	10162.833000340283	679
560	328.41279644451294	175.11841577008008	681
561	328.56930248076503	173.8021091940556	685
562	327.94019958422155	172.75133626845655	691
563	329.8242728013847	176.0002818241946	680
564	327.66867834026056	172.4590983587622	699
565	78.12016076012628	10092.996974876634	424
566	181.25620521820218	10147.06216404376	615
567	328.8223664259394	178.90580374072672	677
568	321.94935002865003	170.23794399396598	679
569	328.7243701744575	175.1804837993075	690
570	328.0817564882673	175.99210301117566	690
571	328.31470889305854	176.65391755157037	685
572	329.44911410408605	178.68836194975182	675
573	327.97227237900387	177.86942755042017	667
574	329.08203066421737	179.66423748208575	664
575	11.605597859216587	10055.412651052267	281
576	329.37816187254884	182.48477455598604	655
577	329.32812273180735	180.7179452619931	663
578	328.5651819187044	182.6963744637964	652
579	328.5259978710217	179.92752632959363	662
580	200.9489114416794	10167.184599857428	604
581	329.6531849963455	183.90140135608726	650
582	329.49335683782857	183.44951037639478	655
583	328.0970731317655	180.69640780377503	656
584	99.670522858939	10107.705155155127	425
585	52.755030770049814	10079.268314209576	351
586	11.909701365842508	10060.45860445846	261
587	328.65745776375934	182.718174317147	656
588	-36.46743986861878	10029.356375736015	186
589	329.13088273309853	181.68152916473306	659
590	173.37534639488882	10148.110268191384	563
591	329.09581566906337	184.52185187243703	646
592	330.694810211488	183.8904236451287	655
593	94.67126305733456	10104.435494704676	415
594	94.32907998134391	10104.910214390626	418
595	39.90348025146312	10073.09075135931	320
596	168.03299175000478	10146.852450308292	544
597	328.8567362534472	183.5370541966714	647
598	331.82227184876064	185.1677250957756	654
